3.032599999999999696e+01,-9.114093959731544015e-01
2.650450000000000372e+01,-6.456375838926174948e-01
3.061749999999999616e+01,-9.624161073825503454e-01
3.076799999999999713e+01,-9.812080536912751727e-01
2.982300000000000040e+01,-9.006711409395973256e-01
3.061749999999999616e+01,-9.624161073825503454e-01
2.650450000000000372e+01,-6.456375838926174948e-01
2.982300000000000040e+01,-9.006711409395973256e-01
2.888949999999999818e+01,-8.335570469798657678e-01
2.744950000000000045e+01,-7.261744966442953420e-01
2.794450000000000145e+01,-7.530201342281879207e-01
2.461550000000000082e+01,-4.469798657718121460e-01
2.917749999999999844e+01,-8.550335570469798085e-01
3.032599999999999696e+01,-9.114093959731544015e-01
2.744950000000000045e+01,-7.261744966442953420e-01
2.903999999999999915e+01,-8.523489932885905951e-01
2.809500000000000242e+01,-7.718120805369127480e-01
2.760000000000000142e+01,-7.449664429530200582e-01
3.076799999999999713e+01,-9.812080536912751727e-01
3.076799999999999713e+01,-9.812080536912751727e-01
2.823250000000000171e+01,-7.744966442953020724e-01
2.917749999999999844e+01,-8.550335570469798085e-01
2.627800000000000225e+01,-5.946308724832214399e-01
2.823250000000000171e+01,-7.744966442953020724e-01
2.823250000000000171e+01,-7.744966442953020724e-01
2.556050000000000111e+01,-5.275167785234898821e-01
2.888949999999999818e+01,-8.335570469798657678e-01
3.086949999999999861e+01,-1.000000000000000000e+00
3.061749999999999616e+01,-9.624161073825503454e-01
2.932799999999999940e+01,-8.738255033557047469e-01
3.032599999999999696e+01,-9.114093959731544015e-01
2.932799999999999940e+01,-8.738255033557047469e-01
3.061749999999999616e+01,-9.624161073825503454e-01
3.032599999999999696e+01,-9.114093959731544015e-01
2.627800000000000225e+01,-5.946308724832214399e-01
2.967249999999999943e+01,-8.818791946308724983e-01
2.716800000000000637e+01,-7.127516778523490526e-01
2.838300000000000267e+01,-7.932885906040267887e-01
2.903999999999999915e+01,-8.523489932885905951e-01
3.076799999999999713e+01,-9.812080536912751727e-01
3.076799999999999713e+01,-9.812080536912751727e-01
3.076799999999999713e+01,-9.812080536912751727e-01
2.888599999999999923e+01,-8.040268456375838646e-01
2.967249999999999943e+01,-8.818791946308724983e-01
2.967249999999999943e+01,-8.818791946308724983e-01
3.076799999999999713e+01,-9.812080536912751727e-01
3.076799999999999713e+01,-9.812080536912751727e-01
2.903999999999999915e+01,-8.523489932885905951e-01
3.076799999999999713e+01,-9.812080536912751727e-01
3.061749999999999616e+01,-9.624161073825503454e-01
